,id,gold_keys,title,text_intro
10,S0167273813005298.txt,"['“bulges”', 'oxide-ion diffus', 'present materi', 'oxid', 'cation', 'Ta and Re cation', 'anion', 'fluorit materi', 'ion']",.,"At 200 – 300°C: nuclear densities are localised in the tetrahedral volume roughly covering the 8c and 32f positions with “bulges” of nuclear densities pointing toward the 48i position, while at 400 and 500°C continuous nuclear densities forming a straight line along the <100> direction are found, indicative of oxide-ion diffusion pathway along that direction. In the literature, curved pathways along the <100> direction passing through the 48i site are generally observed in fluorite materials [20], the prevalence of curve pathway as opposed from straight pathway is explained by the repulsion between cation and anions, the curved pathway allowing the cation–anion to maintain a reasonable distance. However, a straight pathway is observed for Y0.785Ta0.215O1.715 [23], as is the case for the present material. This suggests that Ta and Re cations might play a similar role in these systems.
"
11,S0375960113006725.txt,"['ch3oh', 'maser hydroxyl molecul', 'hydrogen line', 'emiss mechan', 'cosmic maser radio sourc', 'radio-mas', 'OH', 'light laser', 'observ', 'h2o', 'methanol maser', 'neutron star', 'optic laser', 'maser cluster', 'OH line', 'radiat dilut coeffici']",.,"Observations show that in the same area with dimensions of a few tenths of a parsec could be many sources, some of which only emits OH lines, and some – only lines H2O. The only known in physics the emission mechanism that can give tremendous power within a narrow range of the spectrum, is coherent (i.e. the same phase and direction) light lasers, which are called optical lasers, and radio-masers. Cosmic maser radio sources emitting in the lines of the molecules have an extremely high brightness temperature radiation Tb. In the molecules of methanol masers (CH3OH) Tb value can reach 109 K, with masers hydroxyl molecules (OH) 6×1012 K. The typical size of the maser clusters is about 1014–1015 m and the neutron star radius is of the order of 10 km. Thus, the radiation dilution coefficient is equaled approximately (2.5×10−23)–(2.5×10−21) and, therefore, μB2B2/4(hν)2∼(2.4×10−5)–(2.4×10−7) for the hydrogen line 21 cm and of the order 10−5–10−7 for the OH 18 cm line or the same order as Eq. (1).
"
12,S1361841516300342.txt,"['cost function', 'kalman filter', 'probabilist and stochast approach', 'evolutionari algorithm', 'search for local and global optima', 'estim a cost function gradien', 'genet algorithm optim', 'condens form of sequenti mont carlo sampl', 'genet popul']",.,"Probabilistic and stochastic approaches can facilitate the search for local and global optima. Evolutionary algorithms, such as genetic population (Jomier et al., 2006; Rivest-Henault et al., 2012; Ruijters et al., 2009), are considered as a strategy that is “less likely to get stuck in a local optimum” (Ruijters et al., 2009). A cost function consisting of the “sum of the Gaussian-blurred intensity values in the [DSA] at the projected model points” (Jomier et al., 2006) is optimized using a genetic algorithm optimizer. Other authors “use the Condensation form of sequential Monte Carlo sampling to estimate a cost function gradient” (Florin et al., 2005) for finding the global minimum. Besides, the Kalman filter is successfully adopted (Curwen et al., 1994; Feldmar et al., 1997; Toledo et al., 1998).
"
13,S0003491615000433.txt,"['quantum mechan featur', 'nuclear theori', 'imag techniqu', 'simpl metal', 'laser', 'c60', 'semi classic treatment of dynam correl', 'field of cluster and nano structur', 'improv molecular dynam method', 'combin quantum featur', 'nuclear reaction', 'thermal', 'quantum liquid', 'semi-class method', 'qualit describ dynam processes.', 'veri intens laser puls', 'simpl metal with suffici deloc wave function', 'quantum approach', 'organ system', 'quantum shell effect']",.,"Nuclear theory devoted major efforts since 4 decades to describe thermalization in nuclear reactions, predominantly using semi-classical methods  [13,14,10], in line with similar problems in quantum liquids  [15,16]. There were attempts to develop improved molecular dynamics methods combining quantum features with a semi classical treatment of dynamical correlations  [17,18]. Still, no clear-cut quantum approach is readily available yet, in spite of numerous formal attempts [19,20,10]. The field of clusters and nano structures is far younger but fast developing in relation to the ongoing developments of lasers and imaging techniques. Semiclassical approaches were also considered in the field to include some dynamical corrections  [21,22] and could qualitatively describe dynamical processes. But such approaches are bound to simple metals with sufficiently delocalized wave functions, and thus smooth potentials justifying semiclassical approximations. The case of organic systems, in particular the much celebrated C60   [4,23], cannot be treated this way. Semi classical, and even classical approaches, can be used at very high excitations such as delivered by very intense laser pulses  [2]. In such cases the system is blown up and details of its quantum mechanical features do not matter anymore. But for less violent scenarios, quantum shell effects cannot be ignored.
"
14,S2212667812000032.txt,"['solv the cross-cut concern', 'model to test aspect-ori softwar', 'autom select test case', 'algorithm of select aspect relev test case', 'develop a new tool to implement the theoret of autom select test case', 'aop', 'test model', 'bank account system', 'aspect-ori program']",.,"Aspect-oriented Programming (AOP) can well solve the cross-cutting concerns. Because of the different features of aspect, AOP requires new techniques for testing. First, this paper proposes a model to test aspect-oriented software. In order to support the testing model of the first three steps, we propose the algorithm of selecting aspect relevant test cases. Then, we develop a new tool to implement the theoretical of automating select test case. Finally, a case of the Bank Account System is studied to illustrate our testing approach."
15,S0029549314001551.txt,"['enlarg sodium plenum', 'sodium plenum', 'core region', 'reactiv reduct', 'reduc the upper axial reflector width', 'increas in the sub-assembl length', 'design solut', 'core', 'reduc neutron backscatt from the reflector region abov the plenum', 'plenum', 'neutron leakag', 'modif in the core geometri', ""increas of the layer' thick"", 'neutron', 'absorb layer', 'axial reflector', 'core design modif that optimis the total sodium void reactiv', 'absorb and boron layer', 'pan-cak geometri of the activ core region', 'boron layer', 'reduc neutron backscatt', 'upper plenum', 'sodium']",.,"An increase of neutron leakage from the core region can be achieved through modifications in the core geometry (usually by adopting a pan-cake geometry of the active core region at the expense of the general neutron economy). Extensive studies determined a set of core design modifications that optimised the total sodium void reactivity (becoming less positive). Among the most efficient design solutions identified is an enlarged sodium plenum above the active core region in combination with an absorber layer above the sodium plenum (to reduce neutron backscattering from the reflector region above the plenum). Fig. 19 shows the combined effect of different upper plenum thicknesses of the absorber and boron layers. It can be observed that the sequential increase of the layer's thickness converge to an asymptotic value of reactivity reduction slightly over 800pcm. The pair of values selected was 60cm for the sodium plenum and 30cm for the boron layer. These modifications implied a considerable increase in the sub-assembly length that was compensated by reducing the upper axial reflector width (Sun et al., 2013).
"
16,S0039602899010493.txt,"['surfac oxygen ion', 'surfac defect', 'crystal code', 'AD transit', 'densiti of state', 'do', 'densiti function theori', 'hartree–fock method', 'mie', 'dft', 'mie spectra', 'AD', 'cetep code', 'adsorb speci', 'auger de-excit']",.,"Although the basic mechanisms of the AD process are reasonably well understood, it has not proved simple to apply existing theories to the interpretation of experimental data. What is needed is a combination of the AD theory and the electronic structure of realistic systems, including surface defects and adsorbed species. Such electronic structure calculations are still complex and time-consuming. In many cases, especially for insulating surfaces, attempts to model MIES spectra use simple or intuitive models. In Refs. [4,6,23] it is assumed that the main transition mechanism is Auger de-excitation, and the MIES spectra have been simulated by the surface density of states (DOS) projected on the surface oxygen ions of the uppermost surface layer using a Hartree–Fock method (the crystal code [24,25]) and a density functional theory (DFT) method (the cetep code [26]). The effect of the overlap between the surface and He(1s) wavefunctions was taken into account only approximately by applying an additional z-dependent exponential factor to the surface DOS. Other workers [5,6] estimated the AD transition probability using a DOS projected on to the projectile 1s atomic orbital. However, they were not able to use state-of-the-art methods for the surface electronic structure. Yet the success of the simplified treatments [4–6], especially for MIES features such as relative energies of the different peaks, suggests that real spectra are indeed related to the projection of the surface DOS on to the projectile orbital.
"
17,S1875952116300209.txt,"['review of avail databas collect', 'english speak particip', 'emdb', 'film stim databas', 'review', 'test whether haptic pattern can convey or enhanc the mood music', 'film stim', 'databas collect', 'emot movi databas', 'affect movi clip corpu', 'film stim select', 'enhanc the mood']",.,"In order to test whether haptic patterns can convey or enhance the mood music of a movie, an affective movie clip corpus was required consisting of clips labeled according to the emotion conveyed in the mood music. The following database collections were examined as possible sources for the corpus: the Emotional Movie Database (EMDB) [19], and Film Stim [20]. However, these were discarded after review as unsuitable. The aim of this study is to enhance the mood in the film score, and in the case of the clips in the EMDB, no audio is provided which deemed the clips unsuitable. In the case of the Film Stim database, the clips are in French rather than English, and with no subtitles which where also deemed unsuitable since the studies are carried out with English speaking participants. Furthermore, the Film Stim selection is based on the affective content of the narrative as in most of them there is no music which is also unsuitable as discussed. From our review of available database collections, it was found that at present there is no standard corpus of affective movie clips where the affective indexing referred to the musical score of the clip.
"
18,S0968432814000250.txt,"['deposit of heavi metal', 'imag', 'low beam energi', 'visualis of structur', 'scan electron microscopi', 'interact volum', 'membran', 'synapt vesicl', 'tem', 'transmiss', 'enhanc axial resolut', 'tradit manual techniqu', 'sampl prepar', 'latest system', 'electron imag', 'volum EM', 'high effici electron detector', 'transmiss electron microscopi', 'cell biolog studi', 'transmiss and scan em', 'membran bilay', 'volum imag', 'scan electron microscopi (sem) technolog', 'field emiss electron sourc', 'heavi metal', 'ultrastructur examin of biomed specimen', 'resolv individu leaflet of membran bilay', 'sem', 'scan electron microscop']",.,"Volume EM can be performed using transmission or scanning electron microscopes. Each approach has its own strengths and weaknesses, and the choice is dependant on the required lateral (x, y) and axial (z) resolution, and the size of the structure of interest. Historically, transmission electron microscopy (TEM) was the tool of choice for ultrastructural examination of biomedical specimens at sub-nanometer resolution. However, for many cell biology studies structural resolution is actually limited by the deposition of heavy metals onto membranes during sample preparation. In addition, voxel dimensions may only need to be half that of the smallest expected feature of interest (Briggman and Bock, 2012). Advances in scanning electron microscopy (SEM) technology are now driving a paradigm shift in electron imaging. SEMs with field emission electron sources and high efficiency electron detectors can achieve lateral resolutions in the order of 3nm, allowing visualisation of structures such as synaptic vesicles and membranes (De Winter et al., 2009; Knott et al., 2008; Vihinen et al., 2013; Villinger et al., 2012), though resolving individual leaflets of membrane bilayers remains a challenge (Vihinen et al., 2013). The use of low beam energies also limits the interaction volume, enhancing axial resolution (Hennig and Denk, 2007). In this review, volume imaging in both transmission and scanning EMs will be explored, moving from traditional manual techniques, through to the latest systems where aspects of both sample preparation and imaging have been automated.
"
19,S0165212511000874.txt,"['multipl scale approach', 'higher frequenc', 'multiple-scal analysi', 'duct', 'sound propag', 'acoust frequenc', 'numer method', 'finite-el method', 'strongli curv duct', 'mean flow', 'uniform mean flow', 'calcul the eigenmod', 'mean swirl flow', 'multiple-scal approach', 'propag of unsteadi disturb', 'straight parallel duct', 'aeroengin configur', 'aeroengin']",.,"The propagation of unsteady disturbances in ducts of slowly-varying geometry, such as those typical of an aeroengine, can be successfully modelled using a multiple scales approach. From the first application [1] of multiple-scales analysis to sound propagation in ducts of rectangular and circular cross section without mean flow, more recent developments have extended the method to cases with uniform mean flow [2], mean swirling flow [3], ducts of arbitrary cross section [4] (with uniform mean flow) and strongly curved ducts [5]. The multiple-scales approach has a number of distinct advantages over full numerical methods as it is ideally suited to handle higher frequencies and the computational complexity is only marginally more than calculating the eigenmodes inside a straight parallel duct. The accuracy and usefulness of the multiple scales approach has been validated against finite-element methods [6] for realistic aeroengine configurations and acoustic frequencies [7,8].
"
20,S0010938X15301554.txt,"['corros', 'aerospac applic', 'compositionally-distinct phase', 'copper-contain second phase particl', 'S phase', 'alloy matrix', 'enrich', 'particl', 'dealloy particl', 'surfac treatment', 'cathod site', 'alloy', 'corros resist', 'thermomechan process', 'copper', 'corros behaviour', 'second phase particl', 'S phase particl', 'al2cumg', 'AA 2024-t3 aluminium alloy', 'dealloy', 'aa2024 alloy', 'decreas of the volta potenti', 'alloy element', 'magnesium', 'constitu particl', 'intermetal particl']",.,"AA 2024-T3 aluminium alloy is widely used for aerospace applications due to its high strength to weight ratio and high damage tolerance that result from copper and magnesium as the principal alloying elements and appropriate thermomechanical processing. The microstructure of the alloy is relatively complex and a number of compositionally-distinct phases have been identified [1]. Although possessing favourable mechanical properties, the alloy is relatively susceptible to corrosion and generally requires surface treatment in practical applications. The corrosion behaviour of the alloy is particularly affected by the presence of the intermetallic particles due to their differing potentials with respect to the alloy matrix [2–9]. Copper-containing second phase particles at the alloy surface are particularly detrimental to the corrosion resistance as they provide preferential cathodic sites [2,10]. One of the principle types of second phase particle that is important to the corrosion behaviour of the alloy is the S phase (Al2CuMg) particle [1,11]. Dealloying of S phase particles, which may account for ∼60% of the constituent particles in AA2024 alloys [11], is commonly observed when the alloy is exposed to an aggressive environment. The particles are considered as important initiation sites for severe localized corrosion in the alloy [11–22]. The dealloying of the S phase particles and the resulting enrichment of copper result in a decrease of the Volta potential with respect to the matrix and hence the dealloyed particles become active cathodic sites [23–25].
"
21,S0370269304007439.txt,"['fix by the experiment yield on (multi-)strang baryon', 'pomeron', 'self-consist quantum mechan multipl scatter formal', 'projectil and target nucleon', 'the format of the θ+-baryon', '“semihard pomeron”', 'elementari interact', 'q–qq', 'mont carlo program', 'nucleon remnant', 'Θ+ baryon', 'phenomenolog soft pomeron exchang', 'leg parton', 'parton-bas gribov–regg theori', 'spectat parton', 'q̄–q̄q̄', 'high energi hadron and nuclear collis', 'nexu 3.97', 'piec of the qcd parton ladder sandwich between two soft pomeron which are connect to the projectil and to the target in the usual way', 'pomeron emiss', '(multi-)strang baryon', 'q–q̄', '(soft) parton ladder', 'color singlet', 'perturb (high pt) parton', 'microscop (predominantli soft) parton cascad']",.,"In contrast to the H particle, the situation for the Θ+ baryon is very promising. Thus, in this Letter we explore the formation of the Θ+-baryon within a new approach called parton-based Gribov–Regge theory. It is realized in the Monte Carlo program NEXUS 3.97 [22,23]. In this model high energy hadronic and nuclear collisions are treated within a self-consistent quantum mechanical multiple scattering formalism. Elementary interactions, happening in parallel, correspond to underlying microscopic (predominantly soft) parton cascades and are described effectively as phenomenological soft pomeron exchanges. A pomeron can be seen as layers of a (soft) parton ladder, which is attached to projectile and target nucleons via leg partons. At high energies one accounts also for the contribution of perturbative (high pt) partons described by a so-called “semihard pomeron”—a piece of the QCD parton ladder sandwiched between two soft pomerons which are connected to the projectile and to the target in the usual way. The spectator partons of both projectile and target nucleons, left after pomeron emissions, form nucleon remnants. The legs of the pomerons form color singlets, such as q–q̄, q–qq or q̄–q̄q̄. The probability of q–qq and q̄–q̄q̄ is controlled by the parameter Pqq and is fixed by the experimental yields on (multi-)strange baryons [23].
"
22,S0370269304009013.txt,"['isospin', 'pp-collis', 'measur the spin–spin correl paramet', 'reaction', 'fermion', 'the hyperon Y', 'binari reaction', 'gener theorem', 'total angular momentum', 'determin of the p-pariti', 'particl', 'model independ method', 'nucleon', 'polar transfer', 'conserv of the p-pariti', 'photoproduct', 'thi reaction', 'determin the pariti']",.,"Several methods based on dynamical assumptions were suggested for determination of the P-parity of the Θ+ [13]. According to a general theorem [14], in order to determine the parity of one particle in a binary reaction one has to know polarizations at least of two fermions participating in this reaction. Model independent methods for determination of the P-parity of the Θ+ were suggested recently in Refs. [15,16] for pp-collision, and in Ref. [17] for photoproduction of the Θ+. The method of Refs. [15,16], based on the assumption that the spin of the Θ+ equals 12, suggests to measure the spin–spin correlation parameter in the reaction p→p→→Σ+Θ+ near the threshold. We generalize here this method for an arbitrary spin of the Θ+ and both isospins T=0 and T=1 of the NN channel of the NN→YΘ+ reaction. Furthermore, we consider a polarization transfer from a nucleon to the hyperon Y in this reaction. Our consideration is model independent, since it is based only on conservation of the P-parity, total angular momentum and isospin in the reaction and the generalized Pauli principle for nucleons.
"
23,S2212667814000331.txt,"['failur fuel pressur characterist were analyz', 'PT pump work principl wa analyz', 'analysi', 'diesel engin PT fuel', 'PT pump', 'portabl signal acquisit and analysi system', 'detect the diesel engin PT fuel system state', 'diesel engin PT fuel system', 'analysi system', 'diagnos the diesel engin PT fuel system', 'problem that the diesel engin PT fuel system is unabl to field maintain', 'diesel engin PT pump', 'signal acquisit']",.,"In order to solve the problem that the diesel engine PT fuel system is unable to field maintain, developed a portable signal acquisition and analysis system for diesel engine PT fuel system. Firstly, the PT pump work Principle was analyzed, and the PT pump failure mapping relation between reason and failure phenomenon was analyzed; Secondly, the diesel engine PT pump failure fuel pressure characteristics were analyzed; Lastly, using the portable signal acquisition and analysis system to diagnose the diesel engine PT fuel system, experiment results show that the system can correctly detect the diesel engine PT fuel system state."
24,S0370269304009293.txt,"['qcd potenti', 'multipol expans', 'hard cutoff scheme', 'vqcd(r)', 'ope', 'dimension regular']",.,"An OPE of VQCD(r) was developed in [3]. In this and the next paragraph, we review the content of that paper relevant to our analysis. Within this framework, short-distance contributions are contained in the potentials, which are in fact the Wilson coefficients, while non-perturbative contributions are contained in the matrix elements that are organized in multipole expansion in r→ at r≪ΛQCD−1. The following relation was derived: (16)VQCD(r)=VS(r)+δEUS(r),(17)δEUS=−ig2TFNC∫0∞dte−iΔV(r)t×〈r→⋅E→a(t)φadj(t,0)abr→⋅E→b(0)〉+O(r3). VS(r) denotes the singlet potential. δEUS(r) denotes the non-perturbative contribution to the QCD potential, which starts at O(ΛQCD3r2) in the multipole expansion. ΔV(r)=VO(r)−VS(r) denotes the difference between the octet and singlet potentials; see [3] for details. Intuitively VS(r) corresponds to VUV(r;μf) and δEUS(r) to VIR(r;μf). We adopt dimensional regularization in our analysis; we also refer to hard cutoff schemes when discussing conceptual aspects.
"
